Agip	AGIP
ostřelování	ostřelování
osvobozený	osvobozena
osvobozenecký	osvobozeneckého
osvobozený	osvobozeni
osvobozený	osvobozeny
osvobození	osvobození
osvojení	osvojení
osvojovat	osvojuje
osvědčení	osvědčení
osvědčovat	osvědčuje
osvětlení	osvětlení
osvěžení	osvěžení
osa	osách
osídlení	osídlení
Ota	ota
oteplení	oteplení
otevírat	otevírala
otevírat	otevírat
otevírání	otevírání
otevřený	otevřen
otevřený	otevřena
otevřený	otevřeno
otevřenost	otevřenost
otevřený	otevřeny
otevření	otevření
otevřít	otevřít
otisk	otisky
otisk	otisků
otištěný	otištěn
otočit	otočit
otrok	otrok
otázat	otázal
otázat	otázala
otěhotnět	otěhotněla
otřes	otřes
otřes	otřesům
otřásat	otřásá
ovlivnit	ovlivnit
ovlivněný	ovlivněn
ovlivněný	ovlivněna
ovlivněný	ovlivněno
ovlivněný	ovlivněny
ovlivnění	ovlivnění
ovlivňovat	ovlivňovat
ovlivňovaný	ovlivňována
ovlivňovaný	ovlivňovány
ovlivňování	ovlivňování
ovlivňující	ovlivňující
ovládající	ovládající
ovládat	ovládat
ovládnout	ovládnout
ovládnutí	ovládnutí
ovládání	ovládání
ovládání	ovládáním
ověření	ověření
ověřovat	ověřovat
ověřovat	ověřuje
ovšemže	ovšemže
ozdoba	ozdoby
ozdravení	ozdravení
oznamovat	oznamoval
označený	označen
označený	označena
označený	označeno
označený	označeny
označení	označení
označit	označit
označovat	označovat
označovaný	označován
označovaný	označována
označovaný	označovány
označovat	označují
označující	označující
oznámený	oznámen
oznámený	oznámena
oznámený	oznámeno
oznámený	oznámeny
oznámený	oznámené
oznámení	oznámení
oznámení	oznámením
ozónový	ozónovou
ozónový	ozónové
ozón	ozónu
ozývat	ozývala
co	oč
očekávaný	očekáván
očekávaný	očekáváno
očekávání	očekávání
očištění	očištění
očkování	očkování
ošacení	ošacení
ošetření	ošetření
ošetřit	ošetřit
ošetřovat	ošetřovat
ošetřovatelský	ošetřovatelská
ošetřování	ošetřování
oženit	oženili
oživení	oživení
oživovat	oživují
pacient	pacienta
pacient	pacientech
pacient	pacientovi
Packwoodův	packwoodův
padat	padat
padesátka	padesátku
padnout	padnout
paleta	paleta
pamatovat	pamatovat
památkář	památkáři
pamětník	pamětníci
panelák	paneláku
panika	panice
panovník	panovník
panující	panující
paprsek	paprsků
papírek	papírek
papírový	papírovou
paradox	paradoxu
paradox	paradoxy
parket	parketu
parkovací	parkovacích
parkování	parkování
park	parku
partner	partnerovi
pas	pas
patentový	patentové
patent	patentu
patent	patenty
patro	pater
patrový	patrové
patro	patře
Paul	paul
pauza	pauze
pavilon	pavilonu
paže	paže
pedagog	pedagoga
pedagogika	pedagogice
pedagogika	pedagogiku
pedagogika	pedagogiky
péci	pekl
Peladeau	peladeau
peleton	peletonu
pelichání	pelichání
pelichání	pelicháním
peloton	pelotonu
pence	pencí
pence	pencích
penzion	penzionu
penzión	penziónů
peníze	peněz
periodický	periodické
prát	perou
perspektiva	perspektiv
pes	pes
peseta	peset
pesimistický	pesimistické
pesticid	pesticidy
pesticid	pesticidů
Peter	peter
Peters	peters
péci	pečete
pečovatelský	pečovatelskou
péci	peču
PhDr	phdr
Phelan	phelan
Philip	philip
pilulka	pilulek
pilulka	pilulky
Pink	pink
pionýr	pionýrů
pionýr	pionýři
pití	pití
psát	pište
placený	placen
placený	placena
placentál	placentálové
placentál	placentálů
placený	placeny
placení	placení
placení	placením
plantáž	plantáže
plastika	plastiky
plat	plat
platba	platbami
platba	platbou
platba	platbu
platba	platbách
platba	platbě
plat	platech
plat	platem
platit	platit
plat	platu
plat	platy
plavec	plavec
plavkyně	plavkyně
plavání	plavání
plech	plechy
plech	plechů
ples	plesu
ples	plesy
pletení	pletení
pleť	pleti
pleť	pleť
plnit	plnit
plno	plno
plnit	plní
plnící	plnících
plně	plně
plnění	plnění
pluralitní	pluralitní
plynout	plyne
plynofikace	plynofikaci
plynovod	plynovodu
plyšový	plyšoví
plánovací	plánovacího
plánovaný	plánován
plánovaný	plánována
plánovaný	plánováno
plánovaný	plánovány
plánování	plánování
plátce	plátcem
plátce	plátců
plést	plést
pobavit	pobavit
pobouření	pobouření
pobuřující	pobuřující
pobyt	pobyt
pobytový	pobytových
pobírat	pobírají
běžet	poběží
pochopení	pochopení
pochopit	pochopit
pochvala	pochvalu
pochválit	pochválit
podaný	podanou
podaný	podané
podat	podat
podceňovat	podceňovat
poddůstojnický	poddůstojnické
poddůstojník	poddůstojníků
podepsat	podepsat
podepsaný	podepsán
podepsaný	podepsána
podepsaný	podepsány
podepsání	podepsání
podhodnocený	podhodnoceny
podhodnocení	podhodnocení
podjatost	podjatosti
podklad	podkladu
podlahový	podlahové
podlehnout	podlehnout
podložka	podložce
podložka	podložku
podléhající	podléhající
podléhající	podléhajících
podléhat	podléhat
podmiňování	podmiňování
podmiňování	podmiňováním
podmíněný	podmíněn
podmíněný	podmíněna
podmíněný	podmíněno
podmínění	podmínění
podnikající	podnikající
podnikat	podnikat
podnikatelský	podnikatelskou
podnikatelský	podnikatelská
podniknout	podnikla
podniknout	podniknout
podnikání	podnikání
podnikání	podnikáním
podnájem	podnájmu
podnítit	podnítit
podobnost	podobnosti
podotýkat	podotýká
podporovat	podporovat
podporovaný	podporován
podporující	podporující
podporující	podporujících
podpořený	podpořen
podpořit	podpořit
podrobený	podroben
podrobený	podrobena
podskupina	podskupiny
podstupovat	podstupuje
podtext	podtextu
podtitul	podtitulem
podtitulek	podtitulku
podtrhovat	podtrhují
podtržený	podtrženo
podvod	podvody
podvod	podvodů
podvod	podvodům
podvádění	podvádění
podaný	podán
podaný	podána
podaný	podáno
podaný	podány
podání	podání
podávat	podávají
podávat	podávali
podávat	podávat
podávat	podáváme
podávání	podávání
podílet	podílet
podívat	podívat
poděkovat	poděkovat
poděkování	poděkování
podělit	podělit
podřízený	podřízen
podřízený	podřízena
podřízený	podřízeno
podřízený	podřízeny
podřízený	podřízené
poezie	poezii
pohladit	pohladil
pohnout	pohnout
pohnutka	pohnutek
pohnutka	pohnutky
pohodlně	pohodlně
pohodlí	pohodlí
pohon	pohonem
pohon	pohonu
pohotovostní	pohotovostní
pohovor	pohovory
pohrdání	pohrdání
pohromadě	pohromadě
pohyblivost	pohyblivosti
pohyblivý	pohyblivou
pohyblivý	pohyblivé
pohybovat	pohybovat
poháněný	poháněnou
pohárový	pohárové
pohřbený	pohřben
pohřbený	pohřbeni
pojatý	pojaté
jet	pojedete
pojednávající	pojednávající
pojednávat	pojednává
jet	pojedu
pojetí	pojetí
pojistitel	pojistitel
pojistitel	pojistitele
pojistitel	pojistitelé
pojistitel	pojistitelů
pojistný	pojistnou
pojistné	pojistném
pojištěný	pojištěn
pojištěný	pojištěna
pojištěnec	pojištěnců
pojištěný	pojištěni
pojištění	pojištění
pojišťovací	pojišťovacích
pojišťovací	pojišťovacího
pojišťovací	pojišťovacím
pojmout	pojme
pojmenovat	pojmenovali
pojmenovaný	pojmenován
pojízdný	pojízdné
poklesnout	poklesl
poklesnout	poklesla
poklesnout	pokleslo
poklesnout	poklesly
poklesnout	poklesnou
pokles	poklesy
pokles	poklesů
pokles	poklesům
poklid	poklidu
pokládat	pokládat
pokojík	pokojík
pokojíček	pokojíček
pokoušející	pokoušející
pokoušet	pokoušet
pokovený	pokovených
pokračování	pokračování
pokračující	pokračující
pokročit	pokročí
pokrýt	pokryje
pokrýt	pokryla
pokrýt	pokryly
pokrytectví	pokrytectví
pokrytý	pokryty
pokrytí	pokrytí
pokrývat	pokrývají
pokrývající	pokrývající
pokušení	pokušení
polovina	pol
pole	pole
polepšit	polepšil
letět	poletí
policista	policista
politik	politikům
politolog	politolog
pololetní	pololetní
poloosa	poloosami
polovodičový	polovodičové
polovodičový	polovodičových
položený	položen
položený	položena
položený	položeny
položit	položit
polívka	polívku
polívka	polívky
pomalinku	pomalinku
pomezí	pomezí
pominout	pomineme
pominout	pominuly
pomoci	pomohla
pomstít	pomstít
pomyšlení	pomyšlení
pomáhat	pomáhat
poměrný	poměrnou
poměrný	poměrná
poměry	poměrům
poměřovat	poměřuje
pomoci	pomůžete
pomoci	pomůžu
ponaučení	ponaučení
pondělek	pondělka
ponechat	ponechají
ponechat	ponechme
ponechaný	ponechána
nést	ponese
nést	ponesou
pong	pongu
ponížení	ponížení
popelka	popelkou
popisovat	popisovat
poplatek	poplatcích
poplatek	poplatkem
poplatek	poplatku
poplatek	poplatků
poplatník	poplatníci
popovídat	popovídat
popravený	popraven
popsat	popsat
popsaný	popsán
popsaný	popsáno
popíjet	popíjeli
popírat	popírat
popřípadě	popř
poradce	poradce
poradce	poradců
poradenství	poradenstvím
poradit	poradit
poradkyně	poradkyně
poradní	poradní
poranění	poranění
poražený	poražen
poražený	poražena
porost	porost
porotce	porotce
porotce	porotci
porotce	porotců
porovnatelnost	porovnatelnosti
porovnávat	porovnávat
porovnávat	porovnává
porozumění	porozumění
porozumět	porozumět
portfej	portfeje
portfolio	portfolia
portfolio	portfoliem
portfolio	portfoliu
portfolio	portfolií
portál	portálu
porušený	porušena
porušení	porušení
porušení	porušením
porušování	porušování
posedět	poseděli
posedět	posedět
posel	posel
posilovat	posilovat
posilovat	posilují
posilující	posilující
poskytnutý	poskytnuta
poskytnutý	poskytnuto
poskytnutý	poskytnuty
poskytnutí	poskytnutí
poskytovat	poskytovat
poskytovaný	poskytována
poskytovaný	poskytovány
poskytování	poskytováním
poskytující	poskytující
poslanec	poslanec
poslankyně	poslankyně
poslat	poslat
poslech	poslech
posloužit	posloužit
poslaný	poslán
poslání	poslání
posoudit	posoudit
posouvat	posouvají
posouzený	posouzeny
posouzení	posouzení
postarat	postarat
postaraný	postaráno
postavený	postaven
postavený	postavena
postavený	postaveni
postavený	postaveno
postavený	postavenou
postavený	postaveny
postavený	postavená
postavení	postavení
postavit	postavit
postačovat	postačuje
postačující	postačující
postel	postel
postesknout	posteskl
postihnout	postihlo
postihnout	postihnout
postihovat	postihuje
postižený	postižen
postižený	postižena
postižený	postiženi
postižený	postiženo
postižený	postiženy
postižení	postižením
postrádat	postrádají
postrádat	postrádali
postupovat	postupovat
postupující	postupující
postupující	postupujícím
postřehnout	postřehl
postřik	postřiky
posunout	posune
posunout	posunuli
posunout	posunuly
posuzovat	posuzovat
posuzovaný	posuzována
posuzovaný	posuzováno
posuzování	posuzování
posvícení	posvícení
posílat	posílat
posílený	posílen
posílený	posílena
posílený	posíleny
posílení	posílení
posílení	posílením
posílit	posílit
potenciální	potenciální
potenciální	potenciálních
potenciální	potenciálního
potenciální	potenciálním
potenciálně	potenciálně
potlačení	potlačení
potlačovat	potlačovat
potravinový	potravinová
potravinový	potravinové
potrestaný	potrestán
potrestání	potrestání
potrubí	potrubím
potvrzený	potvrzen
potvrzený	potvrzena
potvrzený	potvrzeno
potvrzený	potvrzené
potvrzení	potvrzení
potvrzovat	potvrzovat
potvrzující	potvrzující
potíž	potíží
potíž	potížích
potýkat	potýkají
potýkat	potýká
potěšený	potěšen
potěšený	potěšena
potěšení	potěšení
potěšující	potěšující
poukazovat	poukazují
poukazující	poukazující
poukaz	poukazů
poukázka	poukázkou
poukázka	poukázkách
poučený	poučeni
poučení	poučení
poučení	poučením
poučit	poučila
poučka	poučky
pouštět	pouštěli
pouštět	pouštět
použitý	použit
použitý	použita
použitelnost	použitelnosti
použitý	použito
použitý	použity
použitý	použitá
použitý	použité
použití	použití
použít	použít
používat	používat
používaný	používán
používaný	používána
používaný	používáno
používaný	používány
používání	používání
používání	používáním
považovaný	považované
považovaný	považován
považovaný	považována
považovaný	považováni
považovaný	považováno
považovaný	považovány
povést	povedla
povést	povedou
povinný	povinni
povinný	povinny
povolený	povolen
povolený	povolena
povolenka	povolenek
povolenka	povolenky
povolený	povoleno
povolený	povoleny
povolení	povolení
povolovat	povoluje
povolaný	povolán
povolání	povolání
povstání	povstání
povzbuzený	povzbuzen
povzbuzený	povzbuzena
povzbuzený	povzbuzeni
povzbuzující	povzbuzující
povzdechnout	povzdechl
povídat	povídat
povídání	povídání
povýšený	povýšen
povýšení	povýšení
povědomí	povědomí
pověra	pověr
pověřený	pověřen
pověřený	pověřena
pověřenec	pověřenci
pověření	pověření
pověřit	pověřil
povšimnout	povšiml
povšimnutí	povšimnutí
pozadí	pozadím
pozastavený	pozastaveno
pozastavení	pozastavení
pozastavit	pozastaví
pozdně	pozdně
pozdravit	pozdravit
pozdržet	pozdrží
pozdě	pozdě
pozitivizmus	pozitivismu
poznámka	pozn
poznamenaný	poznamenána
poznamenaný	poznamenáno
poznat	poznat
poznání	poznání
poznávání	poznávání
pozorovat	pozorovat
pozorovaný	pozorován
pozorování	pozorování
pozorování	pozorováních
pozorování	pozorováním
pozvaný	pozvaní
pozvaný	pozván
pozvaný	pozváni
pozůstalost	pozůstalosti
pozůstalý	pozůstalí
početní	početní
početí	početí
počkat	počkat
počáteční	počáteční
počínat	počínat
počítat	počítat
pořizovat	pořizoval
pořizovaný	pořizovaného
pořádající	pořádající
pořádat	pořádat
pořádkový	pořádkové
pořídit	pořídila
pořídit	pořídili
pořídit	pořídíte
pořízený	pořízen
pořízený	pořízena
pořízený	pořízená
pořízený	pořízené
pořízení	pořízením
poškozený	poškozen
poškozený	poškozena
poškozený	poškozeno
poškozený	poškozenou
poškozený	poškozeny
poškozený	poškozená
poškození	poškození
poškození	poškozením
poškozený	poškozený
poškozený	poškozených
poškozovat	poškozuje
poslat	pošli
poslat	pošlou
požadovaný	požadováno
požadující	požadující
požádat	požádat
požádaný	požádán
požádaný	požádáni
podplukovník	pplk
práce	pracech
prachový	prachové
pracně	pracně
pracovat	pracovalo
pracovnice	pracovnice
pracující	pracující
prací	pracího
praktika	praktikách
prát	pral
pramatka	pramatky
pramenící	pramenící
pranic	pranic
prarodič	prarodiče
prase	prase
prasknout	praskla
prasknout	prasklo
prasátko	prasátko
pravidelnost	pravidelnosti
pravidelnost	pravidelností
pravnouče	pravnoučata
pravopisný	pravopisné
pravopisný	pravopisných
preambule	preambuli
preferenční	preferenčních
preferovat	preferují
premiérka	premiérka
premie	premií
premonstrát	premonstráti
premonstrát	premonstrátů
presbyterium	presbyteria
prezentovat	prezentoval
prezentovaný	prezentována
prezentovaný	prezentovány
prezentovat	prezentuje
prezentovat	prezentují
prezident	prezidentovi
prezidentský	prezidentská
prezidentův	prezidentův
prezidium	prezidia
prezídium	prezídia
primárky	primárkách
primátorka	primátorky
primář	primářem
primář	primáři
prioritní	prioritní
prioritní	prioritních
prioritní	prioritního
privatizovaný	privatizovaného
privatizovaný	privatizována
prkno	prkna
probrat	probrat
probudit	probudit
probíhat	probíhat
proběhnout	proběhnout
procento	proc
procházející	procházející
procházet	procházet
prodat	prodat
prodavačka	prodavačka
prodejce	prodejce
prodejce	prodejci
prodejce	prodejců
prodejce	prodejcům
prodejnost	prodejnost
prodejnost	prodejnosti
prodejní	prodejní
prodejní	prodejních
prodejní	prodejním
prodloužený	prodloužen
prodloužený	prodloužena
prodloužit	prodloužit
prodlužovat	prodlužovat
producent	producentovi
produktivita	produktivitu
produktivita	produktivitě
prodaný	prodán
prodaný	prodána
prodaný	prodáno
prodaný	prodány
prodávající	prodávající
prodávaný	prodávána
prodávaný	prodávány
prodávání	prodávání
profesionál	profesionálové
profesní	profesní
profesorka	profesorka
profil	profilem
profil	profilu
profil	profily
prognóza	prognóze
programování	programování
prohloubení	prohloubení
prohloubit	prohloubil
prohloubit	prohloubila
prohloubit	prohloubí
prohlubující	prohlubující
prohlásit	prohlásit
prohlášený	prohlášen
prohlášení	prohlášení
prohlédnout	prohlédne
prohlédnout	prohlédneme
prohlédnout	prohlédnout
prohlídka	prohlídky
prohlídnout	prohlídli
prohlížet	prohlížet
prohrát	prohrát
prohánět	proháněli
projet	projede
projednat	projednají
projednat	projednal
projednat	projedná
projednaný	projednán
projednaný	projednána
projednaný	projednáno
projednaný	projednány
projednávat	projednávají
projednávaný	projednávané
projednávat	projednávat
projednávat	projednává
projednávaný	projednávány
projednávání	projednáváním
projekce	projekci
projektant	projektanti
projektant	projektanty
projektovat	projektoval
projektování	projektování
projet	projeli
projev	projev
projevovat	projevovat
projevující	projevující
projezdit	projezdili
projít	projít
projíždět	projíždí
projíždět	projížděl
projíždět	projížděla
projíždět	projížděli
projíždět	projíždět
prokazovat	prokazovat
proklamovaný	proklamované
prokurátor	prokurátoři
prokázaný	prokázána
prokázaný	prokázáno
prokázání	prokázání
prolínat	prolínají
prolínat	prolíná
promovat	promovala
promítnout	promítnout
promítání	promítání
proměnit	proměnit
proměna	proměnách
pronajatý	pronajaté
pronajatý	pronajatý
pronajmout	pronajmout
pronajímat	pronajímat
pronikat	pronikat
proniknutí	proniknutí
pronikání	pronikání
pronájem	pronájmy
pronájem	pronájmů
propad	propadem
propadnout	propadla
propadnout	propadli
propadnout	propadly
propad	propadu
propad	propady
propagandista	propagandisty
propagandista	propagandistů
proplacení	proplacení
propojený	propojeny
propojení	propojení
propouštění	propouštění
propouštět	propouštět
propuknout	propukl
propust	propusti
propustit	propustit
propustka	propustku
propustný	propustném
propuštěný	propuštěn
propuštěný	propuštěni
prosadit	prosadit
prosazení	prosazení
prosazovat	prosazovat
prosazování	prosazování
prosit	prosit
proslavit	proslavil
proslov	proslovu
proslýchat	proslýchá
prospívat	prospívá
prospět	prospěje
prospět	prospěla
prostoj	prostoje
prostora	prostorách
protein	proteinu
protein	proteiny
protein	proteinů
protestant	protestanti
protestant	protestanty
protestant	protestantů
protest	protestu
protestující	protestující
protestující	protestujících
protest	protestů
protiopatření	protiopatření
protivník	protivníci
proton	protony
proton	protonů
protáhnout	protáhl
protékat	protéká
protějšek	protějšků
proudový	proudových
proudění	proudění
proužek	proužky
provdaný	provdaná
provedený	proveden
provedený	provedena
provedený	provedeno
provedený	provedeny
provedení	provedení
provinění	provinění
provokovat	provokuje
provozní	provozních
provozní	provozního
provozní	provozním
provozovatel	provozovatel
provozovatel	provozovatele
provozovatel	provozovatelem
provozovatel	provozovatelé
provozovatel	provozovatelů
provozovatel	provozovatelům
provozování	provozování
provozování	provozováním
provozující	provozující
provozující	provozujících
prováděcí	prováděcích
provádějící	provádějící
prováděný	prováděna
prováděný	prováděno
prováděný	prováděny
provádění	provádění
provádět	provádět
provázený	provázena
prověrka	prověrku
prověrka	prověrky
prověřovat	prověřovat
prověřovat	prověřují
prověřit	prověří
prozkoumání	prozkoumání
prozrazovat	prozrazují
prošetřovat	prošetřuje
prošlý	prošlé
prožívat	prožívají
prožívat	prožívat
prožívat	prožívá
prsa	prsa
prsa	prsou
prs	prsu
prvohory	prvohor
prvořadý	prvořadou
pryskyřice	pryskyřic
prát	prát
právnický	právnické
právnička	právnička
prémie	prémii
prémiový	prémiových
prémie	prémií
prémie	prémiích
próza	próze
průjezd	průjezdu
průmyslovka	průmyslovce
průmyslovka	průmyslovku
průmyslovka	průmyslovky
průměr	průměry
průměr	průměrů
průprava	průpravu
průtah	průtahů
průtok	průtoku
průvodce	průvodce
průvodkyně	průvodkyně
psací	psací
psaní	psaní
psychiatrie	psychiatrie
psycholog	psycholog
psylium	psylia
psaný	psáno
ptát	ptají
ptát	ptala
ptát	ptát
ptát	ptáte
publicistika	publicistika
publicistika	publicistiky
publicita	publicitu
publicita	publicity
publikační	publikační
publikovaný	publikována
publikovaný	publikovány
publikování	publikování
publikovat	publikuje
pustit	pustí
putovat	putoval
putovat	putovaly
putovat	putuje
putovat	putují
puč	puč
puč	puče
pyramida	pyramid
pyšně	pyšně
pálený	pálené
pálení	pálení
pán	pánovi
pátrat	pátrají
pátrat	pátrali
péro	péra
píchat	píchat
pípací	pípacího
pít	pít
psát	píšeme
psát	píšou
pól	pólu
pěst	pěsti
pěstování	pěstování
pětičlenný	pětičlenná
přebytek	přebytků
přebírání	přebírání
přeceňovat	přeceňovat
přechodový	přechodová
přechodový	přechodové
přecházet	přecházet
přeci	přeci
předat	předali
předat	předalo
předcházet	předcházet
předchůdce	předchůdce
předepisovat	předepisuje
předešlý	předešlé
předešlý	předešlého
předimenzovaný	předimenzované
předkládat	předkládat
předkládaný	předkládány
předkládání	předkládání
předkolo	předkole
předkupní	předkupního
předložený	předložen
předložený	předložena
předložený	předloženo
předložený	předloženy
předložení	předložení
přednáška	přednášek
přednáška	přednášku
přednést	přednést
předplatitel	předplatitele
předplatitel	předplatitelů
předpovídat	předpovídat
předpověď	předpovědí
předpěstování	předpěstování
předsedat	předsedal
předseda	předsedovi
předsoudní	předsoudní
představený	představen
představenstvo	představenstvem
představený	představeny
představení	představení
představit	představit
představitelka	představitelka
představovat	představovat
představující	představující
představující	představujících
předstihnout	předstihl
předvést	předvede
předvolaný	předvolán
předvolání	předvolání
předvádět	předvádět
předvídat	předvídají
předák	předáka
předák	předáky
předák	předáků
předaný	předán
předaný	předána
předaný	předáno
předaný	předány
předání	předání
předání	předáním
předávat	předával
předávat	předávala
předávat	předávali
předávat	předávat
předávaný	předávány
předávání	předávání
předčit	předčí
přehled	přehledu
přehled	přehledy
přehled	přehledů
přehlédnout	přehlédl
přehlédnout	přehlédnout
přehlídka	přehlídce
přehlídka	přehlídku
přehlížet	přehlížet
přehnat	přehnala
přehánět	přehánět
přejet	přejede
přát	přejeme
přejmenovaný	přejmenována
přát	přeju
přát	přejí
přejímající	přejímající
přejímat	přejímat
přejímka	přejímce
přejímka	přejímku
přejímka	přejímky
přejímat	přejímá
přejímání	přejímání
přejíždět	přejížděli
překladatelka	překladatelka
překonaný	překonané
překonat	překoná
překonání	překonání
překonávat	překonávat
překonávání	překonávání
překračovat	překračovat
překračovat	překračuje
překročený	překročen
překročený	překročena
překročený	překročeny
překročení	překročení
překvapený	překvapen
překvapený	překvapena
překvapený	překvapeni
překvapení	překvapení
přelom	přelom
přeložení	přeložení
přemístění	přemístění
přemísťování	přemísťování
přemýšlení	přemýšlení
přeměnit	přeměnit
přenesení	přenesení
přenos	přenosem
přenos	přenosu
přenos	přenosy
přenos	přenosů
přenášet	přenášejí
přenášet	přenášet
přenášet	přenáší
přepadení	přepadení
přepadnout	přepadli
přeplatek	přeplatku
přepočet	přepočtu
přepočítat	přepočítal
přepracovaný	přepracován
přepracování	přepracování
přepravce	přepravce
přepravce	přepravci
přepravce	přepravců
přepravní	přepravních
přeprava	přepravou
přeprava	přepravu
přeprava	přepravy
přeprava	přepravě
přepsat	přepsat
přerušený	přerušen
přerušený	přerušena
přerušený	přerušeno
přerušený	přerušeny
přerušený	přerušené
přerušení	přerušení
přerušovat	přerušuji
přesahovat	přesahují
přeskok	přeskoku
přeskok	přeskoky
přeskok	přeskoků
přeskočit	přeskočit
přesouvat	přesouvá
přestat	přestat
přestavět	přestavěli
přestup	přestup
přestup	přestupu
přestěhování	přestěhování
přesunout	přesune
přesunout	přesunout
přesunutý	přesunuty
přesvědčený	přesvědčen
přesvědčený	přesvědčena
přesvědčený	přesvědčeni
přesvědčený	přesvědčeno
přesvědčení	přesvědčení
přesvědčení	přesvědčením
přesvědčovat	přesvědčovat
přesáhnout	přesáhla
přesáhnout	přesáhly
přesčas	přesčasy
přetrvávající	přetrvávající
přetížení	přetížení
převaha	převahou
převaha	převahu
převaha	převaze
převažovat	převažovaly
převažující	převažující
převést	převede
převedený	převeden
převedený	převedena
převedený	převedeno
převedený	převedeny
převedení	převedením
převést	převedli
převezený	převezen
převézt	převezli
převzít	převezme
převládat	převládají
převládající	převládající
převládnout	převládne
převod	převodech
převod	převodem
převoditelný	převoditelné
převratný	převratné
převratný	převratný
převyšující	převyšující
převzatý	převzat
převádět	převádět
převýšit	převýší
přezdívat	přezdívá
přezkoumání	přezkoumání
přezkoumávat	přezkoumává
přečtení	přečtení
přešlapovat	přešlapuje
přežití	přežití
přežívající	přežívajících
přibližování	přibližování
přibližující	přibližující
přiblížení	přiblížení
přiblížit	přiblížit
přibýt	přibyly
přibývat	přibývají
přibývat	přibývalo
přicházet	přicházet
přidružený	přidruženou
přidružený	přidružená
přidružený	přidružené
přidávat	přidávají
přidávat	přidávat
přidávání	přidávání
přidělený	přidělen
přidělený	přiděleno
přidělený	přiděleny
přidělený	přidělené
přidělit	přidělil
přidělit	přidělila
přihlížet	přihlížel
přihrát	přihrál
přihrávat	přihrával
přijatý	přijat
přijatý	přijata
přijatý	přijati
přijatý	přijato
přijatý	přijaty
přijet	přijet
přijetí	přijetí
přijímat	přijímat
přijímaný	přijímán
přijímaný	přijímány
přijímání	přijímání
přijít	přijít
přijíždět	přijížděl
přijíždět	přijížděli
přiklánět	přiklánějí
přikývnout	přikývla
přilákání	přilákání
přimět	přiměla
přiměřenost	přiměřenosti
přinejlepším	přinejlepším
přinejmenším	přinejmenším
přinucený	přinucena
přinutit	přinutit
přinášející	přinášející
přinášet	přinášet
připadat	připadat
připojený	připojen
připojený	připojena
připojený	připojeno
připojení	připojení
připojení	připojením
připojovat	připojují
připomenout	připomene
připomenout	připomenul
připomínající	připomínající
připomínka	připomínek
připomínka	připomínku
připouštět	připouštějí
připravený	připraven
připravený	připravena
připravený	připraveni
připravený	připraveno
připravený	připraveny
připravovaný	připravovaná
připravovat	připravovat
připsat	připsal
připsat	připsala
připsat	připsat
přirovnat	přirovnal
přirovnávat	přirovnává
přirozenost	přirozenosti
přirážka	přirážkou
přirážka	přirážku
přirážka	přirážky
přislíbený	přislíbeno
přispívat	přispívat
přispění	přispění
přispět	přispět
přistižený	přistižen
přistupovat	přistupovat
přistupovat	přistupuje
přistání	přistání
přistání	přistáním
přistěhovat	přistěhoval
přistěhovalec	přistěhovalců
přistěhovat	přistěhovali
přitáhnout	přitáhli
přitáhnout	přitáhly
přitáhnout	přitáhne
přitáhnout	přitáhnout
přivaděč	přivaděče
přivodit	přivodit
přivolaný	přivolaní
přivázat	přivázal
přivést	přivést
přivézt	přivézt
přivítat	přivítá
přiznávat	přiznávají
přizpůsobený	přizpůsobené
přizpůsobení	přizpůsobení
přizpůsobovat	přizpůsobovat
přizpůsobovat	přizpůsobuje
přizpůsobovat	přizpůsobují
přičítat	přičítá
přádelna	přádelny
přát	přálo
přítel	přátele
pře	pří
příbuzenstvo	příbuzenstva
příhraniční	příhraničních
příkaz	příkazem
příležitostně	příležitostně
příměs	příměsi
příměs	příměsí
přínos	přínosy
případný	případná
přípojka	přípojky
přípravek	přípravku
přípravek	přípravky
přírodovědecký	přírodovědecká
přírodovědecký	přírodovědecké
přírodovědný	přírodovědné
přírůstek	přírůstcích
přírůstek	přírůstkem
přírůstek	přírůstky
přírůstek	přírůstků
přísežný	přísežném
přísežný	přísežných
přístavba	přístavba
přístrojový	přístrojovou
přístrojový	přístrojové
přítelkyně	přítelkyně
přítomný	přítomna
přítomný	přítomno
přívod	přívodu
přívrženec	přívrženci
příznivec	příznivec
jít	půjdu
půjčovat	půjčovali
půjčovat	půjčovat
půjčovat	půjčuje
půjčovat	půjčují
půle	půle
půlstoletí	půlstoletí
původce	původcem
racionalita	racionalitu
racionalita	racionalitě
racionalizace	racionalizaci
racionalizační	racionalizačních
radarový	radarové
radikál	radikály
radikál	radikálů
radit	radit
Radka	radka
radovat	radovala
radovat	radovali
rád	radši
rafinerie	rafinerií
rafinérie	rafinériemi
rafinérie	rafinérii
rafinérie	rafinérií
Ralph	ralph
rand	randů
ranní	ranní
rating	ratingem
rating	ratingy
ražení	ražení
reagovat	reagovat
reagovat	reagují
reaktor	reaktorů
realita	realit
realitní	realitních
realitní	realitního
realita	realitě
realizace	realizací
realizovaný	realizován
realizovaný	realizována
realizovaný	realizovány
realizovat	realizuje
realizovat	realizují
rebel	rebelů
recentní	recentních
recept	recepty
recept	receptů
recese	recesi
recidivista	recidivistů
recitál	recitálu
recyklovaný	recyklovaného
redakce	red
redukovat	redukuje
referát	referáty
reflektor	reflektorů
reflexe	reflexe
